,week,hours_assignmt,hours_mkrsp,challenging,engagement,frustrated,actual_movement,actual_time,headAngle,eL_angle,eR_angle,sL_angle,sR_angle,eL_movement,hL_movement,hR_movement,head_movement,sL_movement,sr_movement,eL_mvt,eR_mvt,hL_mvt,hR_mvt,head_mvt,sL_mvt,sR_mvt,handL_to_elbowR,handR_to_elbowL,handL_to_shoulderR,handR_to_shoulderL,head_to_elbwL,head_to_elbwR,head_to_handL,head_to_handR,head_to_joints,head_to_shldL,head_to_shldR,isTalking,lean_FB,lean_LR,leftHandRaised,rightHandRaised
68,6,20,5,3,5,3,1675.803893,780,-22.25187026,57.73253802,36.36168522,36.36168522,38.24082832,344.9433861,347.8564598,341.6860269,356.0577261,348.5692225,346.3115048,1238.25167,1034.237764,1285.854709,1154.690966,1035.773593,1111.122643,989.3943931,16.37885379,17.12779943,15.23273018,16.66518291,15.18426142,15.00024072,14.7237482,16.72064951,83.47565862,11.52104526,10.32571351,1.314095281,0.261177014,25.13691098,10.84601984,7.248352647
69,6,12,10,3,5,2,2655.88906,660,28.43706395,64.96911017,47.04662582,47.04662582,40.15665638,404.9261284,400.030636,393.8150332,410.9863336,408.1424578,403.2803259,840.7921344,731.6576309,875.6981835,888.3991059,722.6414916,790.6819381,704.0469047,20.07321998,21.12120234,18.71535507,21.07995079,13.67755367,17.45589549,18.08439307,23.21449232,91.36316001,8.401804802,10.52902066,3.401253918,16.14884826,-4.411333879,16.39498433,8.808777429
70,6,25,12,5,4,4,1729.211561,1120,-20.84609128,58.91040799,43.14878059,43.14878059,38.07899658,339.2948115,333.4861908,330.2345584,349.0782521,344.3166075,342.5359838,1395.878162,1288.32607,1489.077737,1491.884524,1270.412435,1303.059718,1215.532058,20.02868024,19.92481097,20.777079,20.57222701,16.13896292,16.00867926,21.57335979,22.21226854,96.66858795,11.02970293,9.705614507,2.142035653,20.39382943,-17.07049315,12.3897834,8.949108683
71,6,12,10,3,5,3,1912.281245,800,-26.03646616,56.18840413,38.16180778,38.16180778,42.51455125,339.6749317,339.6856818,341.9271203,353.0933065,345.7524319,345.69722,945.0847506,853.9231754,991.9501708,948.1906992,796.624411,875.5847192,786.3966523,15.70884501,17.18095813,15.62415501,16.21948086,15.82777046,13.80127493,18.10284098,15.9756526,82.68941221,10.24236062,8.739512612,2.546296296,8.0687161,-4.541068136,11.34079816,9.011627907
72,6,27,14,4,5,4,3633.478858,1160,-13.37208379,63.00414958,42.56691949,42.56691949,43.66375123,337.1946405,334.8160698,330.5480036,351.3714489,342.6904668,342.4380352,1527.725697,1355.93146,1610.862821,1472.836286,1361.511381,1433.453855,1300.492803,18.39745985,23.81950514,17.87250258,25.32566975,17.24621386,19.41641146,19.73296558,24.56751105,103.3981429,11.54506401,10.88997698,2.724143092,1.641104046,3.365691923,17.2766053,11.23709026
73,6,14,3,4,5,4,3076.611273,300,5.837237231,59.8300774,36.84127797,36.84127797,40.73589373,351.6299002,345.2767512,342.3867725,364.6947185,359.1393859,354.5541451,316.3585471,268.0172524,326.8987088,317.0645905,249.2293425,285.9296486,239.908624,17.66598744,20.79717935,18.25531452,22.73756861,17.49913905,18.17578801,21.82872272,24.76666302,105.6441135,11.4851252,11.88867552,1.418181818,2.932454201,-19.12273078,11.73333333,16.16969697
74,6,12,7,4,4,1,2977.51551,700,17.20562748,47.22221633,33.07835357,33.07835357,38.06405185,363.6905403,354.6628262,351.6566436,373.8375287,371.4738428,361.3579797,1685.268713,1409.172131,1643.279724,1525.413681,1424.327742,1591.605585,1362.565009,15.53020752,21.94529127,15.75597108,25.5424012,14.21071767,20.84842145,21.63733759,24.69169523,105.3731865,10.42496872,13.56004583,3.194303154,7.365210408,-16.90019564,10.88504578,11.79382842
75,6,11,7,4,5,2,2307.786708,300,9.841037353,73.2848163,31.49005214,31.49005214,40.29429163,378.1940233,373.9742209,368.4412017,386.8497654,382.1909077,376.9387003,323.5239885,309.7137461,356.6591665,367.4920907,305.5047095,307.4925684,305.6138041,19.45201801,23.067679,19.95560086,21.94896309,15.7572928,16.49314552,17.25405897,21.2834275,94.18094058,10.3549151,13.03810069,1.198721364,2.208183709,-23.61169912,10.69081868,11.7652282
76,6,25,15,4,5,3,2155.415238,720,-24.49185282,63.61706834,39.7183248,39.7183248,45.26258875,343.3385173,344.0510816,344.7239842,356.1503911,348.751766,351.7641184,934.9610651,810.3692468,975.7741711,885.8545542,765.0981871,866.695947,772.8866816,19.26378975,20.42906508,19.4252294,18.91852682,19.43979014,12.99350612,20.92899751,17.69561664,92.28228166,13.3675411,7.856830153,1.41513619,9.352928784,9.19059613,20.27326768,17.04374057
77,6,25,15,4,5,4,1457.978129,1540,-37.50576723,66.81247294,39.1980682,39.1980682,30.47089423,377.096787,379.747005,373.5103292,373.0659921,373.4080739,368.2484427,2977.780576,2701.329047,3036.853774,3041.838899,2753.981597,2851.014628,2686.419313,20.72146373,19.83794231,25.35143932,27.15101227,17.0191817,16.29070903,25.41846074,27.09530879,100.0772414,7.297721587,6.955859586,1.516575797,45.16728724,-16.01734241,11.4014748,39.84562679
78,6,28,10,5,5,4,2493.230032,1230,-14.5301315,59.82713571,41.8597645,41.8597645,43.01918332,349.8752443,347.8429682,343.8358504,362.6066837,356.2554269,354.1884923,3946.425892,3718.686941,4188.499531,4046.040873,3554.810942,3742.175458,3574.982948,19.21260268,21.21272025,18.79412335,22.28126513,16.66875746,16.92732506,20.86399077,22.2809116,98.92009079,11.56117218,10.61793373,2.063143171,17.62252655,-2.717587416,13.10237453,12.09245013
79,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7,4,,1,4,1,1264.167024,220,5.108724235,60.74379909,44.26571778,44.26571778,39.74365227,672.5188124,672.4606446,692.7890626,690.5604286,680.5235471,697.2372923,967.9731273,819.5317433,945.5516836,833.1633451,945.6214243,956.7382824,902.1554557,29.10070778,26.43755165,30.86978171,21.74741647,25.37503353,15.2155535,27.24005514,18.68970416,109.6919493,14.53721593,8.634387045,6.847609562,27.55425678,-19.36162902,15.562749,8.11752988
81,7,4,,3,4,2,1884.470833,130,5.98696841,51.88656834,34.66488412,34.66488412,29.24032731,773.3673164,772.0242263,778.4655112,779.9143463,775.6920827,788.6488598,38.0186506,45.89152952,46.80941634,53.34824937,44.01839245,35.64101751,40.56979573,26.21966914,15.7234543,33.60781761,17.46597393,28.13699304,14.84307346,34.65359388,22.29154782,123.924215,14.64282957,9.356177188,5.965909091,5.374922309,-26.68768299,6.25,6.818181818
82,7,3,,2,4,1,2498.924048,790,-3.801315638,55.88962793,40.26245237,40.26245237,42.33253713,679.0985352,678.2402247,683.8059092,668.6016154,674.3268261,681.0034231,4012.86613,4264.880671,3995.649324,4135.836478,4767.275091,4318.976639,4504.894946,21.10303052,16.50872612,27.15553925,20.70641029,27.87501149,23.73484912,33.50513097,31.39992414,146.0080536,15.53171826,13.96141959,5.91610027,19.4767061,-13.40927434,10.04165753,9.080610977
83,7,5,,2,4,1,2921.281103,130,-32.98160321,56.70398866,41.96666256,41.96666256,35.24620212,766.9492782,766.5317032,769.7124805,770.6447179,769.5163356,778.8069344,385.063508,413.3543333,390.5320563,394.0785624,445.7119076,404.7077642,422.5179673,22.65411536,14.83383251,28.13306481,17.36056837,21.01446347,16.41765266,28.35557935,24.86884953,115.1101134,13.0370665,11.41650193,2.288732394,32.06444371,-36.98507805,8.978873239,2.552816901
84,7,6,,3,3,3,4089.614831,240,8.995455419,57.16774171,35.71720547,35.71720547,38.26020413,696.6438285,702.6409536,705.0266408,682.5101294,689.1169186,694.1157157,1248.273601,1340.55985,1220.633564,1292.462852,1441.911551,1325.187012,1406.048795,21.07118524,14.6914752,29.38463107,20.18467221,29.01388682,21.54096723,37.15771149,30.35556627,146.9880977,16.460851,12.4591149,3.929146538,2.04624128,-22.90823308,11.352657,9.082125604
85,7,8,,3,4,3,3639.085627,110,-31.02742734,57.78365848,41.8475743,41.8475743,38.80853687,679.9184673,685.4322061,682.8491888,658.9377531,671.0354747,667.9826918,233.3954489,250.066824,244.2723346,260.1512535,274.3049989,245.8491754,256.74243,24.64565288,14.92483138,34.43111475,16.85523077,35.67594327,21.85464154,41.33633509,30.75776544,161.5236218,21.86102428,10.0379122,9.831460674,19.98164322,-4.933736662,7.865168539,9.41011236
86,7,5,,2,3,2,2125.914526,170,58.65655335,62.2948964,35.83187184,35.83187184,39.92442169,621.6737168,628.5320287,620.3273613,598.8297201,613.6900645,613.7861414,561.7362575,625.7722932,578.0819812,602.7401285,656.7521131,599.2371297,647.9301158,17.23383503,14.97837837,23.16298244,14.4853014,29.08945474,22.43785599,35.19277058,23.3034841,144.1362426,18.58883415,15.52384308,7.665745856,9.314712336,-33.62304001,11.67127072,20.44198895
87,7,8,,3,5,2,6199.066667,10,-16.07889779,52.93979988,39.10738594,39.10738594,27.97915786,826.3914552,828.4639971,840.0010132,851.0805207,835.9244224,856.4352497,2.06485875,2.986070192,1.978736051,3.561031052,2.603334465,2.323943104,2.817999169,26.99216184,18.33637127,27.97125255,12.12565845,24.68906553,9.588674124,22.61652364,12.58773893,93.77205954,15.15609832,9.133959004,0,14.27700089,-38.21990481,33.33333333,0
88,7,7,,4,5,2,3421.578673,150,21.46178088,69.7827194,39.90574595,39.90574595,36.48726456,624.0948899,628.5983711,633.2993091,600.1830178,613.1800584,611.2659048,27.75269703,24.12233451,35.41095404,30.96584978,26.54059416,24.33474715,22.84250216,21.59598272,15.21745373,30.68000784,22.60528226,33.89849451,26.35332952,41.40361723,37.32777315,170.3086149,18.80071824,12.52468229,4.265402844,13.77831453,2.533926152,9.952606635,6.161137441
89,7,15,,2,3,1,3905.938669,200,-8.194497081,62.30063492,39.92499994,39.92499994,47.66233735,742.9666102,742.6317062,747.9785174,747.8159414,744.0715605,753.380988,481.5622468,527.178291,464.0451,497.1003116,577.0802393,522.4263869,554.523601,22.36292814,12.1976229,30.70551632,15.25546223,27.6683216,14.84102889,33.65179413,25.12332507,125.6447672,16.36082391,7.99947363,3.116147309,14.56174856,-11.90281972,9.773371105,9.065155807
90,7,24,,4,4,4,2736.155566,680,1.804413587,59.32905612,42.65872794,42.65872794,43.80702414,714.7569409,717.8778747,726.5967718,710.8123539,712.4653481,719.7383054,9710.937306,10694.41731,9633.276546,10363.83811,11676.19449,10481.12536,11174.97911,21.7828583,19.25619214,27.07265578,20.67369952,29.0332316,19.86253701,32.88913007,26.42793984,136.2829681,17.09248198,10.97764764,5.555555556,17.26940659,-8.07245142,13.75161499,13.33171835
91,7,18,,4,4,3,2336.276401,250,33.83248338,63.47925424,40.65903039,40.65903039,42.93356718,686.5010893,693.9286783,700.1415392,682.1500897,682.6828979,689.8523904,349.507129,345.8546264,365.1848319,357.6793228,358.0547183,345.9890872,348.5662259,22.36152062,19.42528112,26.73662557,20.97870431,25.78351522,16.90986164,30.27866312,23.86586194,121.9408218,15.0155705,10.08734938,7.780235988,-5.595020914,-2.56888365,18.17846608,12.94247788
92,7,6,,2,3,2,1295.084087,480,-76.1749659,60.27525698,41.07592815,41.07592815,52.38296298,674.6233214,668.827568,677.4135017,670.6799225,673.8210331,681.8800225,329.5852532,403.0107072,422.7656521,512.0723923,383.321921,335.5869743,378.6058645,24.58078356,21.60852282,28.68245255,17.90413149,27.3966012,19.44609607,28.79674272,19.21480103,122.2629046,15.35575297,12.05291066,3.153846154,15.17358708,-30.06412568,24.51282051,23.90769231
93,7,2,,1,5,1,1895.618902,240,-13.65492994,64.16264232,35.53492085,35.53492085,44.76084915,688.0138484,690.8610798,696.1690544,676.8428471,681.5129576,684.6943052,2222.956016,2553.767463,2249.411548,2465.539,2600.493099,2381.547716,2585.802959,22.70173104,15.69511422,26.60695651,17.17275354,27.73782802,16.97306573,29.76205986,22.66546723,121.3812768,15.44913137,8.793724575,1.155327343,-21.49026768,-4.751683213,17.58664955,9.467265725
94,7,5,,2,4,1,2464.053952,570,6.646847135,60.66839018,38.85766013,38.85766013,42.15670581,646.2781117,648.9394018,649.6630553,631.7436393,638.8999558,643.6743977,2988.110212,3251.131379,2953.26257,3158.241127,3515.178639,3202.497179,3340.883034,20.05764786,13.93741762,25.07162528,17.07157403,27.41195248,20.93503102,32.47090598,26.19468036,134.8413068,14.89701727,12.93171966,2.556068602,5.158273913,-22.0207816,10.60905893,9.405233069
95,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,9,3,0,2,4,1,1316.461566,30,63.56352571,61.98514691,39.01329704,39.01329704,47.8059112,278.4894502,272.5432326,280.2413705,299.2519234,286.9035842,300.0474243,14.68078366,17.87000708,18.00946093,26.97314834,11.05280161,11.9895177,12.91759624,18.48354121,13.36542296,27.59691602,14.16128947,20.76247318,9.517035978,26.83557077,21.21229737,93.47949319,12.34833923,2.803776671,2.728351127,33.53128442,-4.180337654,5.100830368,1.067615658
97,9,7,2,3,,3,2286.058624,240,-20.32517785,60.61939614,34.68409229,34.68409229,45.83019642,334.7225415,325.7822324,337.6856796,350.4172886,343.4856059,348.6340477,74.4852645,52.21369384,82.13842414,62.43595622,54.82215048,65.56110412,44.0300024,22.97412761,17.63513643,25.25546958,15.80363068,17.2870638,9.255063419,25.27135941,15.4034344,83.31281507,10.25730803,5.838586006,0.995024876,-3.195204979,-20.81864069,7.960199005,6.965174129
98,9,7,4,2,,1,861.4916732,190,-35.38038682,55.28402931,41.95601976,41.95601976,41.04037555,315.1515399,310.6611844,310.408737,340.861691,327.3442803,336.0349823,113.316269,93.26466483,179.6115056,132.7851868,91.26330789,88.19371845,81.81181906,14.20160608,12.71031113,25.84639677,20.46881003,25.93719822,23.03853851,30.54281015,31.51588067,131.665801,13.58506632,7.046307143,11.15907902,23.06482687,-25.74604046,20.05494505,13.57927786
99,9,3,0,1,,1,2293.416371,280,-22.79238206,60.68726271,46.87207283,46.87207283,43.16749638,347.6681721,340.6286586,351.9546703,365.2949578,356.4418594,362.1293508,162.1582074,149.7227938,183.797829,178.4446696,146.2880387,145.0831855,140.9940027,21.01518986,19.68945392,24.11274629,19.27914154,18.99959183,12.77412435,25.84001927,19.35971707,94.99727131,11.65529155,6.368527237,3.483909064,7.248809022,-23.67495508,15.05757307,12.13463242
100,9,6,0,3,,2,3662.12906,40,80.68208185,72.82438995,26.90814064,26.90814064,45.55457274,333.8348019,325.9907598,352.7403809,366.9911157,348.1057083,359.8898897,7.021333739,6.426672156,7.788774186,10.03676916,7.221016578,6.540462448,6.434066448,29.93232904,21.06159787,33.89912985,13.07251067,33.15631372,12.68174134,41.00035585,15.89265334,129.5968537,18.88540735,7.980382084,5.128205128,14.99401367,1.901226581,3.418803419,13.67521368
101,9,7,0,3,,4,2262.860204,240,-50.29767283,71.42317271,52.54805155,52.54805155,50.56719159,358.6092998,355.9242911,369.2327435,380.8072907,367.8313252,378.2214744,46.03149558,37.7252345,52.84233285,41.72027946,38.23855649,41.16730231,33.6167918,23.2975659,18.52879428,24.26508418,14.67333758,22.63213684,9.894265723,25.34018073,15.21110843,92.0070609,13.70000403,5.229365146,4.336734694,5.356837661,-16.43707974,23.21428571,22.70408163
102,9,10,5,4,,4,1007.163273,70,-64.62303254,62.23821104,44.96844012,44.96844012,36.05158349,337.5425721,338.9634,337.6844984,350.3865284,340.5159068,344.881846,110.8092974,80.58730687,134.9800583,96.4605103,77.62074794,95.69935323,73.40532789,24.74630424,20.25025121,25.02775045,15.83334048,15.30941539,13.88282283,26.48987129,17.36295668,93.18499892,12.32030537,7.819627364,2.590361446,29.20909563,-20.84884215,14.87951807,5.060240964
103,9,13,2.5,4,,2,1699.77128,120,36.95984645,71.98728396,36.97008234,36.97008234,54.66297981,279.866106,273.2298583,308.408802,316.4539623,295.7412469,308.903278,33.28764238,47.55417576,42.23625975,57.02513173,32.49463305,31.89316102,36.25873664,35.14346482,30.98667865,36.18956954,18.04771137,36.67636712,12.9071789,43.48683678,11.71964665,135.6630278,20.87248985,10.00050849,5.803571429,30.77028117,30.45252119,7.886904762,14.73214286
104,9,2,0,5,,5,867.5023549,110,-25.23723093,57.37916048,42.68651281,42.68651281,40.44481239,372.8243766,362.7290377,355.6021734,381.6135642,379.5733476,370.6900061,187.1545111,142.2542966,214.3305523,190.7624402,122.0589274,165.4718579,122.4647742,13.68192153,22.71780552,18.913857,28.78973943,13.13053891,20.91891588,23.2699137,29.14689121,107.2621549,8.488388036,12.30750712,2.002913328,21.01398964,-44.36769187,16.53313911,21.84996358
105,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,10,12,6,5,3,3,1356.206589,470,17.22720927,59.51385359,39.0975249,39.0975249,38.97589875,331.9700727,332.0973724,332.5972415,345.630008,336.6742752,338.3994145,537.9244532,457.4979736,604.4911745,544.6940784,437.4749041,479.1800375,417.8362222,18.7962027,19.65978896,17.28116235,18.13278235,16.25127977,13.37070394,17.44067502,16.47830954,83.65113956,11.72528301,8.384888278,1.68956044,21.74920173,-13.76640547,8.708791209,11.00274725
113,10,3,1,3,4,1,2868.51004,140,40.30091573,73.021283,44.38603067,44.38603067,39.02996446,325.704258,322.1531638,326.7419586,349.147601,333.7089053,343.0470233,20.39631829,25.28624377,23.10023497,23.49275411,28.48811066,19.06767146,25.58836998,23.75709411,19.50644685,25.40354097,18.06729675,28.87276388,16.75017303,30.95178978,28.27581323,138.2252466,20.22132317,13.1533835,8.43373494,6.785139876,-10.15070958,32.53012048,31.3253012
114,10,10,5,4,3,2,1480.365959,280,17.20271209,57.04765136,37.29411937,37.29411937,43.42192209,375.4811031,374.1625348,374.237626,385.3460064,380.0531087,374.2493654,236.1663693,219.7527692,286.0364891,280.8280346,202.3814895,208.6217687,188.4780951,24.03693657,21.15877615,22.98752422,20.74385108,16.1007825,15.94465456,17.92368975,17.82695193,92.73473064,12.75831482,12.18033707,6.554404145,18.37000387,-10.11544216,10.54404145,10.67357513
115,10,18,6,4,5,4,1704.869341,430,-44.04040835,61.39916464,42.28508515,42.28508515,38.15778162,356.8028361,359.9524203,362.5955995,370.0176966,360.7566468,364.1826255,399.0574819,343.182078,437.1253855,398.3445216,331.9102709,346.8128224,323.3501897,17.13142129,16.25735236,16.29378386,14.43872859,15.01136043,13.30637182,16.20579649,16.3970371,81.1297579,11.83203539,8.377156673,2.703664176,14.23016612,15.66376126,16.05597059,11.64472904
116,10,10,7,5,2,5,1448.375722,540,38.52602952,56.53033192,45.38708707,45.38708707,43.79466538,406.4375033,400.2595985,396.7190507,414.9515533,411.4238982,403.9427544,508.2122666,523.4340501,602.2018302,662.4259344,445.2701074,451.2719838,473.539485,18.07185273,19.66193521,18.35433256,20.87691954,14.07429214,15.826036,18.95946681,20.94351329,94.14001915,11.75128381,12.58542711,5.530510911,26.97863915,-24.78102474,14.72298445,13.14190514
117,10,12,6,5,3,5,2156.306623,500,-3.908119196,56.20250814,42.49070743,42.49070743,42.83589628,360.8923794,359.5344488,357.4851398,374.7115544,365.384225,365.0635325,1093.513361,975.829674,1073.207868,1035.459777,984.2405686,1021.519227,929.7988132,18.80731527,20.1636352,16.85343177,19.52412703,17.90532968,16.12903759,18.71277916,20.27800854,97.01907416,13.30835686,10.68556233,3.935406699,3.880723387,2.468994984,10.55023923,10.9569378
118,10,14,3,4,4,4,1894.663068,470,-10.75375915,57.9117876,44.99489956,44.99489956,39.53853376,325.8364831,328.0292546,330.1646252,342.7356844,331.7772161,338.2585056,466.0060614,389.2693217,525.9217749,432.65378,399.1177342,409.9478272,389.0682183,17.92981267,16.05758897,18.05340486,14.63961394,18.68185154,13.53405734,19.74428512,17.79993459,88.9912577,12.42021446,6.810914642,1.976200595,17.38721201,9.94965506,16.5320867,15.38461538
119,10,8,1,2,3,4,1968.659898,710,-14.87800683,61.47469049,41.44874691,41.44874691,45.96862146,367.0991496,363.225995,362.55108,376.8678066,370.8718813,369.0102048,1161.287446,985.7063262,1231.767662,1065.566206,1011.998617,1058.537511,959.4502044,17.41900588,20.52266519,17.8543784,21.93065936,15.77493563,16.68463625,20.79772359,23.25783712,95.69101363,9.217033116,9.958847922,3.640500569,23.96099457,-8.79074989,12.92458963,12.13229319
120,10,8,4,4,5,5,954.0137801,360,68.06687753,59.47450159,37.59253694,37.59253694,41.89571539,361.0846089,353.846391,356.6861693,372.9848215,366.8704632,366.8035511,907.1852682,997.0900614,863.754154,1010.029325,945.1313558,901.5305004,982.9801227,25.19257947,14.87273365,26.45123319,16.13448293,16.78493566,14.17270728,25.40741903,19.21790434,93.75364099,9.990611915,8.180062762,3.502482074,25.70159534,-20.6217324,6.173009744,8.135686707
121,10,6,2,4,3,4,1327.886549,230,-24.18965941,70.01356213,42.04366046,42.04366046,40.07968288,418.2632939,413.5426198,407.6169919,425.0755746,423.0958065,418.8975975,149.7721097,169.8593539,171.7291489,221.9154315,154.6487904,141.4071945,136.1666251,16.9648751,20.3165262,15.78356107,21.3432255,12.34245065,15.20703532,17.88670219,21.05669797,81.78403974,7.748810944,7.542342673,4.110054348,29.26097092,0.642768151,10.05434783,10.59782609
122,10,7,1,5,4,4,3441.608977,100,-70.88691549,72.91781775,41.11646454,41.11646454,39.65797894,299.5266364,292.6255612,288.1923519,318.8774976,309.334852,308.8807841,116.6163644,109.5794651,124.1832599,118.4820181,109.052064,113.2159376,107.5672245,18.104483,22.53518467,21.61620622,26.47806889,20.57898799,21.9084615,28.02771001,32.2583524,125.8652758,11.68971901,11.40204487,4.399141631,13.3901716,0.305699619,13.5193133,11.87410587
123,10,10,5,4,4,4,1847.29089,810,-17.87735382,57.57694432,43.22651452,43.22651452,38.02825471,374.3403323,372.0202946,373.9763957,388.9826445,378.8869195,383.9315218,1698.908494,1715.88466,1721.687363,1750.239203,1626.897073,1609.104188,1614.984448,18.3022959,14.92611348,19.31027426,14.95734568,17.0327174,12.34606776,22.02485348,19.0671643,89.57500763,11.95445948,7.149745207,3.219985338,25.27379906,5.437525339,13.01528224,12.55004793
124,10,10,1,5,4,5,615.9420228,200,-117.7576181,81.493172,81.16222098,81.16222098,85.51034722,365.4689967,367.787903,347.5209068,321.0303977,349.3775341,344.9283215,266.708442,211.0999165,548.8392692,279.2573259,208.3909322,208.2535547,166.8117699,13.83822494,20.4298469,26.01753192,15.27244806,46.9508812,44.34509287,50.98566182,31.82082541,230.4497488,29.49551544,26.85177203,0.48374093,47.62360241,80.79147127,30.90343098,2.98754815
125,10,9,3,5,4,5,2816.246633,90,10.65293998,54.26053554,41.60496556,41.60496556,45.63308934,289.1073329,283.3484335,281.9190819,307.9357727,300.0013879,296.8797203,50.25356213,50.94531786,63.40187513,61.56358408,45.5660164,42.42009167,43.34113908,13.6089718,17.19151721,17.94616929,22.53450799,19.9933127,22.29078448,26.66447684,27.38550317,118.7955687,10.55182414,11.90966738,6.060606061,21.96483377,-14.8478038,5.303030303,6.060606061
126,10,21,12,5,5,4,1517.998348,540,31.63000556,57.74894431,41.887795,41.887795,41.72263982,423.173386,419.607299,420.0867528,432.5182561,428.3475619,424.194677,1444.68678,1750.969347,1726.612329,1826.907608,1584.346437,1373.170425,1757.646671,21.59910663,19.26782789,21.0605512,18.3268117,15.58673088,14.06087519,22.05694828,21.17946822,94.65127309,11.52992752,10.237323,9.308780358,31.61850924,-1.254403212,7.73418735,11.34240726
127,10,6,4,4,4,3,1707.172093,390,-7.21655536,62.70942661,42.62509972,42.62509972,40.10426081,332.7606872,332.5557228,340.1098111,351.5409076,339.2916942,347.2007292,1323.951648,1241.91431,1573.799017,1377.387045,1191.756655,1217.586975,1204.665157,22.26118474,18.88511911,22.95756466,16.69429998,20.65837983,12.8496793,23.71854867,17.82314237,96.68048313,13.81928303,7.811449927,8.203392149,11.79668657,13.05080752,22.25755711,12.20421283
128,11,16,8,5,4,4,1807.06705,490,-36.90397887,63.48374831,50.66405419,50.66405419,50.31195043,410.4744979,410.2969166,404.2519889,423.099907,413.5576977,413.9981085,2064.042425,1768.298734,2002.721624,1762.573869,1876.18732,2024.971239,1798.302655,19.04915064,23.02169867,16.22931344,22.84510255,15.16079126,17.69728404,17.34517105,23.74112859,96.78067878,11.73904783,11.09725601,2.991797768,10.68655271,2.416756353,11.04275918,15.73215006
129,11,18,10,4,5,4,1714.626249,550,2.310445588,62.61477789,41.43214526,41.43214526,33.50667201,391.9059653,394.3422287,395.5246379,402.2730605,396.6096584,397.7192409,816.8255176,755.2400047,884.2804274,859.309051,765.6868023,760.1577601,714.5407973,13.03477599,14.35073825,12.67842001,12.270478,12.35163686,10.06376935,13.5847101,14.96728346,66.40548989,9.087940151,6.350149975,1.849529781,15.25317554,-2.270252906,38.1922675,20.91431557
130,11,14,4,5,2,5,1348.568021,450,0.871537657,58.99503797,39.35962516,39.35962516,48.55374752,370.147717,365.6034959,359.0811616,380.0009407,375.3448285,373.1444575,3020.490704,2113.933232,3277.804234,2161.738343,2237.238901,2775.819924,2033.548842,23.21023747,21.24291294,25.78534969,22.37153945,16.55258084,15.98378054,24.48936339,24.16869002,101.6710762,10.37403418,10.10262723,3.3477693,13.49340621,-15.64370717,8.900460576,15.83144291
131,11,7,1,3,4,3,1805.688208,180,-17.16950716,57.79662784,26.54138983,26.54138983,40.66635306,358.8653569,350.7616903,354.8809261,371.6450111,367.0925434,363.58771,88.45340579,79.07029221,103.3373495,94.03881869,74.14831457,79.44657059,67.74390898,14.46674628,17.04693174,17.35544548,19.3717505,17.19942676,18.99817138,22.3659394,21.12292809,99.54482746,8.728673595,11.12968824,1.837672282,2.08522982,2.612043574,22.66462481,19.09137315
132,11,10,6,3,5,3,1143.768965,520,-2.88763114,52.69406244,42.12114294,42.12114294,39.55390832,338.5216065,339.0702325,339.384763,355.5120712,344.3561703,349.4602488,470.4581447,419.9824422,543.3906998,525.9668467,400.7110477,401.2161189,369.849259,19.75216347,18.35169431,21.49307899,19.56638559,19.5063173,14.44565218,22.05828493,20.01551362,99.48144473,14.93962834,8.516048365,5.209251101,20.64069409,4.56782851,12.48531571,9.522760646
133,11,10,6,4,4,3,1087.261019,410,23.76080133,56.7747377,42.6445705,42.6445705,32.74927193,383.6067222,382.9673011,381.8348967,390.4893806,391.1070855,386.3692318,440.2568933,360.7464872,504.2708287,445.9890116,357.9990551,416.8952686,346.3297985,16.65067599,20.43519859,16.35790085,21.12514107,10.97738368,15.39844517,18.11151457,22.29216341,81.46702112,8.600671044,6.086843249,7.716735472,50.84447027,-19.05261196,9.62739494,5.366783106
134,11,15,5,5,3,5,1972.337429,430,9.871716152,55.18713431,47.86653154,47.86653154,46.31347305,382.4713765,377.2079434,386.2265978,402.6080354,387.4447959,393.3200916,446.0878009,420.4441959,488.875047,467.849072,405.7844228,413.1138044,395.9496748,22.95386943,18.45531989,21.48818903,18.06911176,21.74629819,13.7244232,27.58127386,20.39615981,110.4648694,16.85225516,10.1644592,3.469113697,24.40745958,10.20164556,7.646971053,23.40346165
