,week,hours_assignmt,hours_mkrsp,challenging,engagement,frustrated,actual_movement,actual_time,headAngle,eL_angle,eR_angle,sL_angle,sR_angle,eL_movement,hL_movement,hR_movement,head_movement,sL_movement,sr_movement,eL_mvt,eR_mvt,hL_mvt,hR_mvt,head_mvt,sL_mvt,sR_mvt,handL_to_elbowR,handR_to_elbowL,handL_to_shoulderR,handR_to_shoulderL,head_to_elbwL,head_to_elbwR,head_to_handL,head_to_handR,head_to_joints,head_to_shldL,head_to_shldR,isTalking,lean_FB,lean_LR,leftHandRaised,rightHandRaised
54,5,10,0,4,,4,1235.722143,220,-26.21308765,63.83731122,37.862932,37.862932,38.22229533,378.8777241,373.6073074,362.7029278,382.887919,381.3783188,373.3635473,48.44912311,42.14766871,60.05723417,53.71303021,35.8187246,42.59023857,35.63646176,17.70073485,22.2005732,15.16123372,21.76104292,11.43520249,17.51082448,13.90842152,20.73024774,82.30337053,8.325853426,10.39282087,3.571428571,-11.78317312,-30.94024217,5.5,5.428571429
55,5,12,4,4,,5,1982.568288,270,-46.52570069,49.71995974,38.15922547,38.15922547,42.15448411,298.9914451,303.2689463,303.0804178,320.8347033,307.7345424,312.0639725,414.2328533,402.4195971,414.4535254,412.991021,373.6962241,402.9125068,375.7826506,14.35392407,15.63709176,15.89818562,15.7002671,22.56611104,15.65469433,20.79042978,19.89196644,103.2097601,14.36805839,9.93850017,3.648190045,-2.86171927,21.21813451,6.787330317,6.81561086
56,5,7,0,3,,2,1580.234031,120,60.02745503,53.30815511,36.14936687,36.14936687,36.18619519,385.0890509,384.5170514,375.3662025,386.7683453,392.7817198,377.1770857,73.42780154,67.73853188,92.19196647,87.8837681,57.88823407,58.77034768,62.29892947,19.93693467,26.14174212,21.12500382,27.04454142,11.86849253,14.44842647,20.007056,24.4051255,94.38224691,11.09817888,12.55496753,3.486750349,25.80593182,-15.15136485,15.41143654,10.76243608
57,5,12,4,5,,3,2264.137718,220,28.43745898,56.97395609,39.91675761,39.91675761,34.46393272,358.6087976,358.64066,349.8214506,359.0681124,360.2061741,352.2076544,982.0144658,875.9090897,994.5841423,916.617505,834.0485081,958.2936263,863.0086979,19.08742073,15.7256621,24.16349051,22.37385541,17.85228426,18.02333936,27.0558481,24.80971794,109.2474143,10.98443773,10.5217869,4.435178165,5.846544689,-5.382107438,6.077836745,27.23654284
58,5,8,1,3,,4,1052.97516,210,-87.50509462,46.05376646,46.69189767,46.69189767,50.71225927,300.4239221,309.6418014,308.3681393,316.9978242,304.1897256,314.5877935,87.01331605,51.52535029,102.6971496,70.97646211,42.74528249,56.68376616,39.53905166,12.45858436,13.44205939,13.68023369,11.75739758,21.61671495,15.48983892,16.16764716,15.13964272,101.314087,19.49059887,13.40964436,0.273473108,-27.7637734,44.30831807,14.52446065,2.552415679
59,5,16,2,5,,3,3281.047608,130,-12.78648856,67.21034192,41.88212616,41.88212616,43.35077252,336.4726385,330.9564389,328.0440161,351.9686868,344.9349119,341.744937,147.7013445,147.4319588,165.73735,172.268008,143.2147234,141.4159233,139.6065158,17.96841556,21.15178951,19.36053362,23.21910113,17.54066552,20.61814021,25.00304629,26.15126748,111.4873318,10.90112547,11.27308687,4.484304933,22.48525013,-4.851616599,6.801195815,14.8978575
60,5,8,1,3,,3,1982.426499,230,21.35901534,58.99621605,33.26038384,33.26038384,38.64335405,370.7914557,367.3691151,353.9470282,377.0686872,376.0072314,361.3611163,113.4188899,99.85346172,124.8916164,125.2504782,93.25105243,102.4503961,93.2377983,23.39892614,22.18298443,17.26920892,24.84586543,9.119538261,24.97877863,14.19121299,24.26309711,94.49723831,5.755276399,16.18933492,2.04359673,-2.189573848,-11.15604551,8.072207084,10.2520436
61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6,10,7,3,4,4,1827.543712,1010,-6.316944625,59.2063434,42.40895331,42.40895331,38.49931833,380.6506642,376.868926,372.5024023,388.3360876,383.4221826,380.4165673,2957.889997,2655.752652,3150.067561,2938.178552,2590.092408,2820.656904,2560.430829,19.92548461,22.87258032,19.75886235,24.49157657,14.63874821,16.23698012,20.44997178,21.8216763,95.56668184,12.33396884,10.08533659,1.451222464,17.18771004,-18.99266589,16.35197289,18.8731542
65,6,13,6,4,4,4,1855.958182,530,31.42942512,57.64895851,43.82410089,43.82410089,46.58385383,374.7530429,371.5863024,367.6274097,380.8460588,380.651064,370.3725363,876.7646903,873.1392948,920.0342491,951.6213495,792.2542989,798.378797,791.9035726,17.23834448,21.99466846,20.41854795,22.59742118,15.57100287,15.24440093,18.09836294,20.35823956,93.1208316,11.11540668,12.73341862,0.886968388,18.57637828,-27.02096923,10.08073687,27.49033432
66,6,16,8,4,4,3,3309.924215,400,-13.77793912,58.49018121,39.6720947,39.6720947,44.39671575,323.3869763,320.3240367,320.1431134,343.7718893,331.5333236,332.5882451,426.1785589,411.53422,457.1681687,458.3100517,390.4230469,402.7282674,390.9893464,19.55999717,22.53864902,19.24639741,22.92677361,21.30774009,20.63533183,24.95043758,26.40393139,120.011885,14.00591444,12.7085297,3.908045977,24.34247434,-3.044915261,12.06896552,11.99233716
67,6,8,2,4,5,5,2477.140754,370,0.7503754,61.97042026,40.58588929,40.58588929,41.98025427,408.1663723,404.0252447,402.862736,421.4750758,414.038573,410.2891969,417.076409,340.2614879,445.3646633,411.5874994,342.8519686,383.8318401,323.0548633,20.30511791,16.79466863,19.67600636,17.32310273,16.28265713,20.11817789,21.37670271,20.64926152,100.5650186,9.698899313,12.43932004,4.343065693,0.413147835,3.60770633,21.45985401,21.45985401
